District,Month,Visitors,Year,Season
Wanaparthy,August,33300,2021,Autumn
Wanaparthy,September,22800,2021,Summer
Wanaparthy,October,23700,2021,Winter
Wanaparthy,November,29330,2021,Summer
Wanaparthy,December,28100,2021,Winter
Warangal,January,7450,2021,Winter
Warangal,February,7470,2021,Monsoon
Warangal,March,7500,2021,Summer
Warangal,April,7510,2021,Winter
Warangal,May,560,2021,Summer
Warangal,June,550,2021,Winter
Warangal,July,3400,2021,Autumn
Warangal,August,5610,2021,Monsoon
Warangal,September,5610,2021,Autumn
Warangal,October,5820,2021,Autumn
Warangal,November,6230,2021,Monsoon
Warangal,December,5690,2021,Monsoon
Yadadri Bhongir,January,281131,2021,Summer
Yadadri Bhongir,February,265238,2021,Autumn
Yadadri Bhongir,March,261920,2021,Winter
Yadadri Bhongir,April,621,2021,Monsoon
Yadadri Bhongir,May,275,2021,Monsoon
Yadadri Bhongir,June,153020,2021,Autumn
Yadadri Bhongir,July,312343,2021,Monsoon
Yadadri Bhongir,August,269850,2021,Monsoon
Yadadri Bhongir,September,169532,2021,Autumn
Yadadri Bhongir,October,170613,2021,Winter
Yadadri Bhongir,November,242245,2021,Monsoon
Yadadri Bhongir,December,231306,2021,Monsoon
Adilabad,January,28423,2022,Monsoon
Adilabad,February,378787,2022,Winter
Adilabad,March,15469,2022,Winter
Adilabad,April,10266,2022,Winter
Adilabad,May,11670,2022,Autumn
Adilabad,June,10704,2022,Monsoon
Adilabad,July,16035,2022,Monsoon
Adilabad,August,20472,2022,Winter
Adilabad,September,21352,2022,Summer
Adilabad,October,22668,2022,Winter
Adilabad,November,66152,2022,Summer
Adilabad,December,25972,2022,Monsoon
BhadradriKothagudem,January,84901,2022,Summer
BhadradriKothagudem,February,108037,2022,Summer
BhadradriKothagudem,March,177140,2022,Winter
BhadradriKothagudem,April,180027,2022,Summer
BhadradriKothagudem,May,179018,2022,Monsoon
BhadradriKothagudem,June,167787,2022,Monsoon
BhadradriKothagudem,July,95266,2022,Winter
BhadradriKothagudem,August,76299,2022,Winter
BhadradriKothagudem,September,87413,2022,Winter
BhadradriKothagudem,October,101592,2022,Monsoon
BhadradriKothagudem,November,85953,2022,Summer
BhadradriKothagudem,December,115658,2022,Summer
Hunmakonda,January,42135,2022,Autumn
Hunmakonda,February,55408,2022,Summer
Hunmakonda,March,44427,2022,Winter
Hunmakonda,April,44010,2022,Monsoon
Hunmakonda,May,44785,2022,Autumn
Hunmakonda,June,44169,2022,Autumn
Hunmakonda,July,42452,2022,Summer
Hunmakonda,August,33640,2022,Winter
Hunmakonda,September,34774,2022,Autumn
Hunmakonda,October,35347,2022,Autumn
Hunmakonda,November,35198,2022,Winter
Hunmakonda,December,36985,2022,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",January,956428,2022,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",February,733747,2022,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",March,818866,2022,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",April,776520,2022,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",May,1460904,2022,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",June,1435151,2022,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",July,816814,2022,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",August,933522,2022,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",September,1005418,2022,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",October,1724362,2022,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",November,1289350,2022,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",December,1622676,2022,Autumn
Jagtial,January,321355,2022,Winter
Jagtial,February,221928,2022,Monsoon
Jagtial,March,369104,2022,Winter
Jagtial,April,260082,2022,Winter
Jagtial,May,209660,2022,Winter
Jagtial,June,197988,2022,Summer
Jagtial,July,95511,2022,Summer
Jagtial,August,170922,2022,Winter
Jagtial,September,97975,2022,Monsoon
Jagtial,October,122002,2022,Summer
Jagtial,November,169844,2022,Monsoon
Jagtial,December,170504,2022,Monsoon
Jangaon,January,6280,2022,Monsoon
Jangaon,February,6610,2022,Summer
Jangaon,March,6040,2022,Summer
Jangaon,April,6100,2022,Summer
Jangaon,May,6350,2022,Summer
Jangaon,June,6180,2022,Winter
Jangaon,July,5935,2022,Monsoon
Jangaon,August,5890,2022,Winter
Jangaon,September,5875,2022,Autumn
Jangaon,October,5675,2022,Autumn
Jangaon,November,5425,2022,Monsoon
Jangaon,December,5275,2022,Winter
Jayashankarnhoopalpally,January,11091,2022,Summer
Jayashankarnhoopalpally,February,10939,2022,Winter
Jayashankarnhoopalpally,March,12166,2022,Summer
Jayashankarnhoopalpally,April,12600,2022,Monsoon
Jayashankarnhoopalpally,May,12713,2022,Autumn
Jayashankarnhoopalpally,June,12792,2022,Winter
Jayashankarnhoopalpally,July,13668,2022,Summer
Jayashankarnhoopalpally,August,12500,2022,Autumn
Jayashankarnhoopalpally,September,12414,2022,Summer
Jayashankarnhoopalpally,October,12209,2022,Monsoon
Jayashankarnhoopalpally,November,13838,2022,Monsoon
Jayashankarnhoopalpally,December,12704,2022,Monsoon
JogulambaGadwaI,January,159487,2022,Monsoon
JogulambaGadwaI,February,192389,2022,Autumn
JogulambaGadwaI,March,171090,2022,Summer
JogulambaGadwaI,April,131186,2022,Winter
JogulambaGadwaI,May,131310,2022,Autumn
JogulambaGadwaI,June,98046,2022,Winter
JogulambaGadwaI,July,97097,2022,Monsoon
JogulambaGadwaI,August,103708,2022,Winter
JogulambaGadwaI,September,102049,2022,Autumn
JogulambaGadwaI,October,128895,2022,Winter
JogulambaGadwaI,November,133993,2022,Autumn
JogulambaGadwaI,December,124264,2022,Summer
Kamareddy,January,31,2022,Monsoon
Kamareddy,February,41,2022,Autumn
Kamareddy,March,35,2022,Summer
Kamareddy,April,42,2022,Autumn
Kamareddy,May,30,2022,Autumn
Kamareddy,June,32,2022,Autumn
Kamareddy,July,33,2022,Monsoon
Kamareddy,August,50,2022,Monsoon
Kamareddy,September,50,2022,Winter
Kamareddy,October,52,2022,Summer
Kamareddy,November,51,2022,Monsoon
Kamareddy,December,48,2022,Monsoon
Karimnagar,January,5011,2022,Autumn
Karimnagar,February,4564,2022,Winter
Karimnagar,March,5979,2022,Summer
Karimnagar,April,2259,2022,Monsoon
Karimnagar,May,4620,2022,Summer
Karimnagar,June,3175,2022,Winter
Karimnagar,July,5235,2022,Winter
Karimnagar,August,3620,2022,Winter
Karimnagar,September,5095,2022,Autumn
Karimnagar,October,5625,2022,Summer
Karimnagar,November,6115,2022,Monsoon
Karimnagar,December,7440,2022,Monsoon
Khammam,January,38645,2022,Monsoon
Khammam,February,62355,2022,Summer
Khammam,March,42502,2022,Monsoon
Khammam,April,53897,2022,Winter
Khammam,May,66404,2022,Autumn
Khammam,June,68590,2022,Winter
Khammam,July,44448,2022,Winter
Khammam,August,27651,2022,Winter
Khammam,September,31088,2022,Winter
Khammam,October,39455,2022,Summer
Khammam,November,42806,2022,Monsoon
Khammam,December,56856,2022,Monsoon
KornaramBheentAsiTabad,January,619,2022,Winter
KornaramBheentAsiTabad,February,679,2022,Monsoon
KornaramBheentAsiTabad,March,689,2022,Monsoon
KornaramBheentAsiTabad,April,397,2022,Autumn
KornaramBheentAsiTabad,May,549,2022,Autumn
KornaramBheentAsiTabad,June,684,2022,Summer
KornaramBheentAsiTabad,July,587,2022,Autumn
KornaramBheentAsiTabad,August,642,2022,Autumn
KornaramBheentAsiTabad,September,813,2022,Winter
KornaramBheentAsiTabad,October,802,2022,Monsoon
KornaramBheentAsiTabad,November,1031,2022,Winter
KornaramBheentAsiTabad,December,1213,2022,Winter
Mahabubabad,January,3410,2022,Summer
Mahabubabad,February,3370,2022,Autumn
Mahabubabad,March,3380,2022,Summer
Mahabubabad,April,3550,2022,Monsoon
Mahabubabad,May,3625,2022,Monsoon
Mahabubabad,June,3415,2022,Summer
Mahabubabad,July,3180,2022,Monsoon
Mahabubabad,August,3270,2022,Monsoon
Mahabubabad,September,3310,2022,Autumn
Mahabubabad,October,3240,2022,Winter
Mahabubabad,November,3250,2022,Summer
Mahabubabad,December,3180,2022,Winter
Mahbubnagar,January,269141,2022,Monsoon
Mahbubnagar,February,490326,2022,Summer
Mahbubnagar,March,388498,2022,Winter
Mahbubnagar,April,267529,2022,Summer
Mahbubnagar,May,230417,2022,Summer
Mahbubnagar,June,191442,2022,Winter
Mahbubnagar,July,227062,2022,Autumn
Mahbubnagar,August,235700,2022,Monsoon
Mahbubnagar,September,225500,2022,Winter
Mahbubnagar,October,221400,2022,Winter
Mahbubnagar,November,270200,2022,Winter
Mahbubnagar,December,203200,2022,Summer
Mancherial,January,9540,2022,Winter
Mancherial,February,11210,2022,Winter
Mancherial,March,10089,2022,Autumn
Mancherial,April,7847,2022,Winter
Mancherial,May,9538,2022,Summer
Mancherial,June,10244,2022,Monsoon
Mancherial,July,11763,2022,Winter
Mancherial,August,10255,2022,Monsoon
Mancherial,September,10855,2022,Winter
Mancherial,October,12198,2022,Winter
Mancherial,November,11550,2022,Summer
Mancherial,December,12346,2022,Monsoon
Medak,January,12232,2022,Winter
Medak,February,17705,2022,Monsoon
Medak,March,1500322,2022,Autumn
Medak,April,70295,2022,Winter
Medak,May,80288,2022,Monsoon
Medak,June,45000,2022,Winter
Medak,July,35488,2022,Summer
Medak,August,30575,2022,Summer
Medak,September,31773,2022,Summer
Medak,October,45262,2022,Summer
Medak,November,50234,2022,Autumn
Medak,December,42236,2022,Winter
Mulugu,January,2547050,2022,Summer
Mulugu,February,8049800,2022,Summer
Mulugu,March,47500,2022,Monsoon
Mulugu,April,48502,2022,Autumn
Mulugu,May,47342,2022,Monsoon
Mulugu,June,47332,2022,Autumn
Mulugu,July,48355,2022,Autumn
Mulugu,August,50064,2022,Monsoon
Mulugu,September,50503,2022,Summer
Mulugu,October,51654,2022,Monsoon
Mulugu,November,50273,2022,Winter
Mulugu,December,49398,2022,Winter
Nagarkurnool,January,198660,2022,Monsoon
Nagarkurnool,February,128680,2022,Winter
Nagarkurnool,March,147400,2022,Winter
Nagarkurnool,April,188600,2022,Summer
Nagarkurnool,May,131000,2022,Autumn
Nagarkurnool,June,101350,2022,Summer
Nagarkurnool,July,116400,2022,Winter
Nagarkurnool,August,126500,2022,Monsoon
Nagarkurnool,September,124000,2022,Monsoon
Nagarkurnool,October,136400,2022,Monsoon
Nagarkurnool,November,139250,2022,Summer
Nagarkurnool,December,140000,2022,Winter
Nalgonda & Suryapet,January,18165,2022,Summer
Nalgonda & Suryapet,February,12694,2022,Autumn
Nalgonda & Suryapet,March,11565,2022,Autumn
Nalgonda & Suryapet,April,8922,2022,Winter
Nalgonda & Suryapet,May,12508,2022,Summer
Nalgonda & Suryapet,June,17231,2022,Autumn
Nalgonda & Suryapet,July,21554,2022,Summer
Nalgonda & Suryapet,August,30041,2022,Winter
Nalgonda & Suryapet,September,22875,2022,Winter
Nalgonda & Suryapet,October,31877,2022,Winter
Nalgonda & Suryapet,November,17501,2022,Autumn
Nalgonda & Suryapet,December,20344,2022,Monsoon
Narayanapet,January,23800,2022,Monsoon
Narayanapet,February,99700,2022,Summer
Narayanapet,March,130000,2022,Autumn
Narayanapet,April,170500,2022,Summer
Narayanapet,May,15600,2022,Autumn
Narayanapet,June,11200,2022,Monsoon
Narayanapet,July,12400,2022,Summer
Narayanapet,August,11900,2022,Autumn
Narayanapet,September,10800,2022,Winter
Narayanapet,October,9400,2022,Monsoon
Narayanapet,November,11150,2022,Winter
Narayanapet,December,15750,2022,Summer
Nirmal,January,230377,2022,Monsoon
Nirmal,February,278184,2022,Monsoon
Nirmal,March,334135,2022,Winter
Nirmal,April,275087,2022,Monsoon
Nirmal,May,302772,2022,Autumn
Nirmal,June,389714,2022,Summer
Nirmal,July,333767,2022,Summer
Nirmal,August,344930,2022,Summer
Nirmal,September,318387,2022,Summer
Nirmal,October,325830,2022,Monsoon
Nirmal,November,408666,2022,Autumn
Nirmal,December,363179,2022,Summer
Nizamabad,January,12881,2022,Winter
Nizamabad,February,75753,2022,Autumn
Nizamabad,March,106250,2022,Winter
Nizamabad,April,10875,2022,Summer
Nizamabad,May,17259,2022,Autumn
Nizamabad,June,16640,2022,Summer
Nizamabad,July,11758,2022,Summer
Nizamabad,August,19056,2022,Autumn
Nizamabad,September,16124,2022,Autumn
Nizamabad,October,28465,2022,Autumn
Nizamabad,November,43667,2022,Autumn
Nizamabad,December,38483,2022,Summer
Peddapalli,January,1635,2022,Monsoon
Peddapalli,February,1675,2022,Monsoon
Peddapalli,March,478,2022,Autumn
Peddapalli,April,516,2022,Winter
Peddapalli,May,1750,2022,Summer
Peddapalli,June,620,2022,Autumn
Peddapalli,July,1550,2022,Summer
Peddapalli,August,750,2022,Summer
Peddapalli,September,765,2022,Monsoon
Peddapalli,October,1835,2022,Winter
Peddapalli,November,2185,2022,Monsoon
Peddapalli,December,920,2022,Autumn
RajannaSircilla,January,685642,2022,Monsoon
RajannaSircilla,February,622385,2022,Autumn
RajannaSircilla,March,544400,2022,Autumn
RajannaSircilla,April,472924,2022,Winter
RajannaSircilla,May,559320,2022,Autumn
RajannaSircilla,June,538663,2022,Monsoon
RajannaSircilla,July,217276,2022,Winter
RajannaSircilla,August,476608,2022,Summer
RajannaSircilla,September,285048,2022,Summer
RajannaSircilla,October,316687,2022,Winter
RajannaSircilla,November,390875,2022,Winter
RajannaSircilla,December,394472,2022,Winter
Sangareddy,January,115988,2022,Monsoon
Sangareddy,February,130632,2022,Summer
Sangareddy,March,417000,2022,Winter
Sangareddy,April,72000,2022,Summer
Sangareddy,May,82500,2022,Autumn
Sangareddy,June,81000,2022,Winter
Sangareddy,July,85000,2022,Summer
Sangareddy,August,160000,2022,Autumn
Sangareddy,September,129000,2022,Monsoon
Sangareddy,October,151000,2022,Winter
Sangareddy,November,180205,2022,Autumn
Sangareddy,December,160854,2022,Autumn
Siddipet,January,161000,2022,Autumn
Siddipet,February,222250,2022,Winter
Siddipet,March,108750,2022,Winter
Siddipet,April,114311,2022,Autumn
Siddipet,May,144239,2022,Autumn
Siddipet,June,104583,2022,Monsoon
Siddipet,July,59832,2022,Autumn
Siddipet,August,106635,2022,Monsoon
Siddipet,September,67500,2022,Winter
Siddipet,October,78009,2022,Autumn
Siddipet,November,136709,2022,Monsoon
Siddipet,December,113370,2022,Autumn
Wanaparthy,January,30000,2022,Summer
Wanaparthy,February,19000,2022,Autumn
Wanaparthy,March,21000,2022,Monsoon
Wanaparthy,April,22250,2022,Autumn
Wanaparthy,May,17000,2022,Autumn
Wanaparthy,June,12200,2022,Autumn
Wanaparthy,July,13200,2022,Autumn
Wanaparthy,August,15700,2022,Winter
Wanaparthy,September,13000,2022,Monsoon
Wanaparthy,October,12000,2022,Monsoon
Wanaparthy,November,12600,2022,Summer
Wanaparthy,December,12000,2022,Winter
Warangal,January,5810,2022,Winter
Warangal,February,5543,2022,Autumn
Warangal,March,5650,2022,Autumn
Warangal,April,6626,2022,Winter
Warangal,May,6500,2022,Autumn
Warangal,June,6459,2022,Monsoon
Warangal,July,7285,2022,Autumn
Warangal,August,15724,2022,Winter
Warangal,September,14681,2022,Autumn
Warangal,October,14476,2022,Winter
Warangal,November,14631,2022,Summer
Warangal,December,14550,2022,Autumn
YadadriBhongir,January,550000,2022,Monsoon
YadadriBhongir,February,500000,2022,Autumn
YadadriBhongir,March,600000,2022,Autumn
YadadriBhongir,April,651276,2022,Autumn
YadadriBhongir,May,801312,2022,Autumn
YadadriBhongir,June,762672,2022,Summer
YadadriBhongir,July,370064,2022,Autumn
YadadriBhongir,August,597045,2022,Summer
YadadriBhongir,September,328666,2022,Winter
YadadriBhongir,October,640912,2022,Summer
YadadriBhongir,November,751364,2022,Autumn
YadadriBhongir,December,1012272,2022,Autumn
Adilabad,January,405414,2023,Winter
Adilabad,February,41462,2023,Monsoon
Adilabad,March,17236,2023,Winter
Adilabad,April,12640,2023,Summer
Adilabad,May,13030,2023,Summer
Adilabad,June,10929,2023,Summer
Adilabad,July,21085,2023,Monsoon
Adilabad,August,32623,2023,Monsoon
Adilabad,September,22961,2023,Autumn
Adilabad,October,25294,2023,Summer
Adilabad,November,29836,2023,Summer
Adilabad,December,50235,2023,Monsoon
Komaram Bheem Asifabad,January,1452,2023,Winter
Komaram Bheem Asifabad,February,1337,2023,Winter
Komaram Bheem Asifabad,March,821,2023,Autumn
Komaram Bheem Asifabad,April,767,2023,Winter
Komaram Bheem Asifabad,May,637,2023,Autumn
Komaram Bheem Asifabad,June,679,2023,Winter
Komaram Bheem Asifabad,July,611,2023,Autumn
Komaram Bheem Asifabad,August,1072,2023,Autumn
Komaram Bheem Asifabad,September,1159,2023,Monsoon
Komaram Bheem Asifabad,October,1367,2023,Winter
Komaram Bheem Asifabad,November,1688,2023,Monsoon
Komaram Bheem Asifabad,December,1739,2023,Monsoon
Mancherial,January,10278,2023,Monsoon
Mancherial,February,18555,2023,Summer
Mancherial,March,10222,2023,Autumn
Mancherial,April,12473,2023,Summer
Mancherial,May,10503,2023,Summer
Mancherial,June,12024,2023,Winter
Mancherial,July,13506,2023,Winter
Mancherial,August,14433,2023,Winter
Mancherial,September,10409,2023,Autumn
Mancherial,October,11785,2023,Summer
Mancherial,November,11401,2023,Autumn
Mancherial,December,12536,2023,Summer
Nirmal,January,413328,2023,Summer
Nirmal,February,320785,2023,Autumn
Nirmal,March,404555,2023,Summer
Nirmal,April,323987,2023,Summer
Nirmal,May,384755,2023,Monsoon
Nirmal,June,408390,2023,Winter
Nirmal,July,364326,2023,Autumn
Nirmal,August,379447,2023,Summer
Nirmal,September,382582,2023,Summer
Nirmal,October,405646,2023,Monsoon
Nirmal,November,415121,2023,Monsoon
Nirmal,December,398336,2023,Monsoon
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",January,1792085,2023,Summer
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",February,1279128,2023,Autumn
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",March,1134117,2023,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",April,1353144,2023,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",May,1788013,2023,Summer
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",June,1415295,2023,Autumn
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",July,1209926,2023,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",August,1351690,2023,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",September,1288523,2023,Autumn
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",October,1916011,2023,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",November,1662165,2023,Monsoon
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",December,2382597,2023,Summer
Karimnagar,January,6300,2023,Autumn
Karimnagar,February,6000,2023,Winter
Karimnagar,March,4525,2023,Monsoon
Karimnagar,April,4125,2023,Winter
Karimnagar,May,3900,2023,Summer
Karimnagar,June,3900,2023,Monsoon
Karimnagar,July,6050,2023,Summer
Karimnagar,August,4600,2023,Summer
Karimnagar,September,3396,2023,Winter
Karimnagar,October,4500,2023,Winter
Karimnagar,November,5310,2023,Monsoon
Karimnagar,December,6150,2023,Summer
Jagtial,January,215746,2023,Winter
Jagtial,February,213846,2023,Autumn
Jagtial,March,822553,2023,Monsoon
Jagtial,April,507092,2023,Autumn
Jagtial,May,504073,2023,Winter
Jagtial,June,352546,2023,Summer
Jagtial,July,153545,2023,Monsoon
Jagtial,August,133336,2023,Monsoon
Jagtial,September,82078,2023,Monsoon
Jagtial,October,83261,2023,Winter
Jagtial,November,113565,2023,Monsoon
Jagtial,December,339094,2023,Summer
Peddapalli,January,1720,2023,Autumn
Peddapalli,February,1625,2023,Winter
Peddapalli,March,1510,2023,Autumn
Peddapalli,April,1615,2023,Summer
Peddapalli,May,1290,2023,Winter
Peddapalli,June,1430,2023,Summer
Peddapalli,July,1040,2023,Monsoon
Peddapalli,August,1410,2023,Autumn
Peddapalli,September,1360,2023,Winter
Peddapalli,October,1495,2023,Winter
Peddapalli,November,1630,2023,Monsoon
Peddapalli,December,1155,2023,Summer
Rajarina Sircilla,January,377393,2023,Monsoon
Rajarina Sircilla,February,538057,2023,Autumn
Rajarina Sircilla,March,467996,2023,Summer
Rajarina Sircilla,April,473718,2023,Autumn
Rajarina Sircilla,May,565654,2023,Summer
Rajarina Sircilla,June,487331,2023,Autumn
Rajarina Sircilla,July,286185,2023,Autumn
Rajarina Sircilla,August,425962,2023,Monsoon
Rajarina Sircilla,September,461574,2023,Monsoon
Rajarina Sircilla,October,321294,2023,Summer
Rajarina Sircilla,November,672994,2023,Summer
Rajarina Sircilla,December,896048,2023,Autumn
Khammam,January,39768,2023,Monsoon
Khammam,February,56431,2023,Autumn
Khammam,March,61976,2023,Summer
Khammam,April,63244,2023,Summer
Khammam,May,61592,2023,Winter
Khammam,June,85100,2023,Summer
Khammam,July,73424,2023,Winter
Khammam,August,34607,2023,Autumn
Khammam,September,33774,2023,Summer
Khammam,October,64040,2023,Monsoon
Khammam,November,41086,2023,Autumn
Khammam,December,63412,2023,Summer
Bhadradri Kothagudem,January,85616,2023,Autumn
Bhadradri Kothagudem,February,88572,2023,Autumn
